Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2019-10-01,269.7284851074219,274.52995512654786,269.5077368994206,273.8676824318157,88242400
2019-10-02,264.96380615234375,268.13720188029833,263.6576752083214,268.12799468172454,122539500
2019-10-03,267.1346435546875,267.16223708421035,261.98363616814265,264.7338942032712,85278800
2019-10-04,270.7494201660156,271.00696902135746,267.7415863842622,267.7968014903611,65091200
2019-10-07,269.581298828125,271.58653122496884,269.29615638132526,269.9400427216179,59610500
2019-10-08,265.39605712890625,268.44987079547315,265.35925641453116,267.704817736019,95708100
2019-10-09,267.9163818359375,268.863796800243,266.8034057487179,267.4380847906114,62359400
2019-10-10,269.7284851074219,270.6207132090648,267.66809364413444,267.8336548001354,55296300
2019-10-11,272.524658203125,274.7874107792014,272.3958978157432,272.515451007341,98720400
2019-10-14,272.2211608886719,272.8834334349016,271.8716242572281,272.20274649498197,40394800
2019-10-15,274.91632080078125,275.6705813499013,273.15945794303,273.2790392582236,46754500
2019-10-16,274.4747314453125,275.17380477166154,274.03323508822865,274.4471379229948,48928200
2019-10-17,275.2842102050781,276.1672310905122,274.5851367991319,275.6521332347817,45736600
2019-10-18,274.0791320800781,275.394469697467,273.2144978812047,274.74140448622126,64304000
2019-10-21,275.937255859375,276.1396177217795,274.9714544669643,275.4129789133175,39048600
2019-10-22,275.03582763671875,276.77427562399055,274.9438398752699,276.4799260156437,48594700
2019-10-23,275.8360595703125,275.89124661138516,274.56670148419556,274.7782705221226,34352200
2019-10-24,276.2867431640625,276.930629357756,275.4497023405492,276.78345456860546,35453100
2019-10-25,277.41815185546875,277.9700503334886,275.6520823399498,275.7072693806795,45205400
2019-10-28,278.9818420410156,279.4877606945218,278.6231262626682,278.65071978407957,42147000
2019-10-29,278.8990783691406,279.83731429540063,278.5771352193598,278.70592370756225,44284900
2019-10-30,279.754638671875,280.1317409385599,277.77699918307894,279.101544929379,49643900
2019-10-31,279.0094299316406,279.7453039389649,277.5377380584383,279.7453039389649,69053800
2019-11-01,281.5941162109375,281.64009604927566,280.30634388883715,280.4719330624371,71141500
2019-11-04,282.72552490234375,283.3050169282856,282.34839472560816,283.1670493199004,60606900
2019-11-05,282.41278076171875,283.2314353322273,282.11843115856584,282.9278785318748,42933200
2019-11-06,282.4772033691406,282.753138605606,281.520581098184,282.4128091237234,46487100
2019-11-07,283.4705810546875,284.8227197726029,282.99228398365506,283.829324911005,54272300
2019-11-08,284.16961669921875,284.22480373583994,282.4127545115237,283.1210068619756,49032100
2019-11-11,283.62689208984375,283.8016603754894,282.63346940609824,282.7714650521365,35797300
2019-11-12,284.22479248046875,285.1354066193779,283.4429387316698,283.9948371467467,46484600
2019-11-13,284.31689453125,284.7216183269684,282.99234903084994,283.22230445702036,53917700
2019-11-14,284.7308349609375,284.8136436275095,283.38790295501457,284.03178946139735,51219900
2019-11-15,286.7911376953125,286.8371175395137,285.3838119999358,286.08285721369793,62023600
2019-11-18,287.00274658203125,287.24190919820984,286.09213211385827,286.5520429475989,49228000
2019-11-19,286.9198913574219,287.6189646254752,286.2668260032113,287.60975742856215,67804700
2019-11-20,285.85296630859375,286.84638941799903,284.28007913455286,286.322084336409,79406200
2019-11-21,285.3929748535156,286.07366177565274,284.5835556032445,285.96328769928493,54664700
2019-11-22,286.0277099609375,286.28525887988167,285.006721483571,286.14729125736284,44850200
2019-11-25,288.2444763183594,288.2444763183594,286.9659389531577,286.9659389531577,48647200
2019-11-26,288.89752197265625,289.0814974994201,287.9593141558989,288.2812572923735,37569000
2019-11-27,290.18524169921875,290.18524169921875,289.1642254317554,289.3849735671122,44444600
2019-11-29,289.1091003417969,289.8633607268308,288.87914496129076,289.61499095062015,36592700
2019-12-02,286.6531982421875,289.43104918793944,286.22088099549416,289.3666549431557,75767800
2019-12-03,284.7308349609375,284.8136436275095,282.5048818620124,283.903000931827,73941700
2019-12-04,286.4875793457031,287.094664867775,285.43899749537735,285.7885341357269,49080000
2019-12-05,287.00274658203125,287.21431567101456,285.6782011351999,287.1959293431276,40709000
2019-12-06,289.62420654296875,290.028930270048,288.92513318333624,288.9343403814554,48927000
2019-12-09,288.7135009765625,289.9092573837759,288.63989955631473,289.2285986354283,34838500
2019-12-10,288.3916015625,289.32980928225334,287.7293290336384,288.6583576275096,52649800
2019-12-11,289.2103271484375,289.46787608013176,288.3088918521434,288.8515832414018,53429100
2019-12-12,291.7030334472656,292.49406656273413,288.98036932488674,289.2195038568483,96389600
2019-12-13,291.8777770996094,293.1195417897332,290.68199225808337,291.4638461793262,81503900
2019-12-16,293.8829345703125,294.48081286061495,291.81333643953565,293.6253857035336,82749700
2019-12-17,293.94732666015625,294.5727984648103,293.8645461040157,294.26926975896146,61097700
2019-12-18,293.9657897949219,294.5728754359705,293.91060274307455,294.3429200296973,48133000
2019-12-19,295.1706848144531,295.24428624684725,293.9013267775114,294.1588756494473,85310500
2019-12-20,296.46484375,297.6110212154483,295.2262262482682,296.2152528311605,147142100
2019-12-23,296.91778564453125,297.31524680090746,296.76988721707346,297.2597884167034,52990000
2019-12-24,296.927001953125,297.19504137455726,296.6219526684093,297.1488354629275,20270000
2019-12-26,298.507568359375,298.51682082352926,297.30593278607256,297.3151570414947,30911200
2019-12-27,298.4336242675781,299.3025096920254,297.8975172780443,299.2470513209955,42528800
2019-12-30,296.788330078125,298.6555228290813,296.29842893439377,298.51687688439085,49729100
2019-12-31,297.50921630859375,297.75880713313336,295.9285966576639,296.2798517375878,57077300
2020-01-02,300.2915954589844,300.31010039040234,298.12863413834935,299.06223049537607,59151200
2020-01-03,298.0177001953125,299.15465327119983,296.8068120242286,296.8622703978099,77709700
2020-01-06,299.1546325683594,299.23782012297437,296.12275790914583,296.2429271131675,55653900
2020-01-07,298.3135070800781,299.06222335747646,297.8605594022021,298.58154649187225,40496400
2020-01-08,299.9033203125,301.13268500347425,298.257989679186,298.5075523193514,68296000
2020-01-09,301.9368591308594,302.010822422565,300.8923462531795,301.48393975190214,48473300
2020-01-10,301.06805419921875,302.68565608025074,300.5966579758314,302.528533408701,53029300
2020-01-13,303.1385803222656,303.14780457892977,301.2621634138756,301.69660615664253,47086800
2020-01-14,302.6763000488281,303.75776618156584,302.1124358272387,302.6947767642787,62832800
2020-01-15,303.3603820800781,304.1275749921437,302.5007491498915,302.58393670358055,72056600
2020-01-16,305.8839416503906,305.8839416503906,304.5251547853655,304.75624079500415,54050300
2020-01-17,306.83587646484375,307.0484574442193,305.81909283936704,306.60479055945035,95846000
2020-01-21,306.2352294921875,307.04865692101896,305.7915623191863,305.8654974451042,77742400
2020-01-22,306.2720642089844,307.76027236103636,306.1149415635169,307.1039679679579,48914900
2020-01-23,306.6233215332031,307.0392875200072,304.4880896462409,305.6157901924544,51963000
2020-01-24,303.8965148925781,307.37205676659016,302.5931866898236,307.2888692058274,87578400
2020-01-27,299.0252380371094,300.522670573542,298.2487925815049,298.5907952955376,84062500
2020-01-28,302.15875244140625,303.0461145736904,299.1176535001483,300.46718752343736,63834000
2020-01-29,301.9091491699219,303.7670891222673,301.70579241788045,303.5360031862535,53888900
2020-01-30,302.88897705078125,303.1015862851458,299.0622082933638,299.8201487893357,75491800
2020-01-31,297.38909912109375,302.4175309428771,296.46475545104136,302.2603801071269,113845600
2020-02-03,299.5982666015625,301.4839355918079,298.76636293810225,298.8865321289178,69083000
2020-02-04,304.16455078125,305.0426886233829,302.9259335467426,303.24945949956697,62573200
2020-02-05,307.6770935058594,307.8897027555807,305.65280633997725,307.13173399612566,65951100
2020-02-06,308.7123107910156,308.9064150643585,307.6215638156708,308.6475999636579,50359700
2020-02-07,307.0670471191406,308.72160234812134,306.5124351513807,307.6401358092892,64139400
2020-02-10,309.359375,309.4240858358423,306.1334241774533,306.17040582775377,42070000
2020-02-11,309.8954772949219,311.5223030218672,309.3593421530599,310.7273809815814,54864500
2020-02-12,311.89208984375,312.1046708590046,310.97697032200455,311.3467021912909,43992700
2020-02-13,311.55938720703125,312.5391895929225,310.17287120336545,310.4501631206025,54501900
2020-02-14,312.0584716796875,312.17864088676066,310.76439600492625,311.9752841229601,64582200
2020-02-18,311.2543029785156,312.12318842131,309.8492823261326,311.05094621086727,57226200
2020-02-19,312.74249267578125,313.42649809328753,311.94757051043456,312.23411484526747,48814700
2020-02-20,311.4576721191406,313.01981548523923,308.435049670439,312.1878834517064,74163400
2020-02-21,308.2501525878906,310.40386103447594,307.4182206764485,310.08958755606227,113788200
2020-02-24,298.0269775390625,308.3241540854473,296.9362302805282,298.6925062863302,161088400
2020-02-25,288.99609375,300.0512380943985,288.10873156875266,299.431943523171,218913200
2020-02-26,287.9330139160156,294.04291120081854,287.19355036440885,290.4102478434973,194773800
2020-02-27,275.0015869140625,287.9886085683371,275.0015869140625,282.3501046404397,284353500
2020-02-28,273.8460693359375,275.3527540569355,263.9371038974755,266.8580333291609,384975800
2020-03-02,285.70538330078125,285.77009412816733,272.18223081361083,275.6485195970456,238703600
2020-03-03,277.5250549316406,290.0961399426762,275.0570720582425,286.0844900584087,300139100
2020-03-04,289.1901550292969,289.41201669815035,280.3811607396725,282.9600875485208,176613400
2020-03-05,279.5770263671875,285.13234180123146,277.3124009134336,281.9063908677441,186366800
2020-03-06,274.955322265625,276.17546295563227,268.2723340760703,270.9714024050404,228667200
2020-03-09,253.4827880859375,262.68924362399014,252.76180111383817,254.47181442612197,309417300
2020-03-10,266.5992126464844,266.69162444613045,252.8079927334266,263.1051947162144,276444100
2020-03-11,253.6029815673828,260.60952420097004,250.38628281468246,259.46334677954695,255316300
2020-03-12,229.33895874023438,246.4855403937464,228.94148354083978,236.63203132913333,392220700
2020-03-13,248.94424438476562,250.94083010030369,229.71789319620677,243.18557315603223,329566100
2020-03-16,221.703857421875,237.4639073134962,219.4022363721016,222.9332222160678,297240000
2020-03-17,233.67408752441406,236.7891353489701,219.1341652379295,226.50117146716343,262070500
2020-03-18,221.842529296875,229.5792829927057,210.76889365869576,218.37623977661133,327597100
2020-03-19,222.31394958496094,228.66420186243792,214.65114474704967,221.1492813313841,289322000
2020-03-20,212.73348999023438,227.30312877588696,212.45455338465345,225.49935480540947,347158800
2020-03-23,207.29428100585938,213.55169138759885,202.93361405221626,212.16632938460128,326025200
2020-03-24,226.07582092285156,226.9591225678549,217.38239337235527,217.9588519724159,235494500
2020-03-25,229.460205078125,238.3489062463398,222.91456567972472,227.6750306967431,299430300
2020-03-26,242.85833740234375,244.34596141660734,231.5615116558956,231.99850901310307,257632800
2020-03-27,235.62461853027344,242.49568553250754,233.42104659656349,235.48515733977402,224341200
